time,washer_x,washer_y,washer_z,dryer_x,dryer_y,dryer_z
1701539188922190526,0.11768,9.21825,4.07957,0.03923,9.06134,4.98178
1701539189027578273,0.11768,9.17902,4.07957,0.03923,9.06134,5.02100
1701539189133033006,0.15691,9.10057,4.00111,0.07845,9.06134,4.98178
1701539189238386740,0.07845,9.17902,4.04034,0.07845,9.10057,5.02100
1701539189343885472,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539189449282205,0.07845,9.17902,4.00111,0.07845,9.10057,5.02100
1701539189554884936,0.15691,9.17902,4.04034,0.03923,9.06134,5.02100
1701539189660272669,0.11768,9.25748,4.04034,0.07845,9.06134,5.06023
1701539189765660403,0.15691,9.17902,4.07957,0.07845,9.02212,5.02100
1701539189871205134,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539189976597867,0.11768,9.10057,4.04034,0.03923,9.10057,5.02100
1701539190082182595,0.11768,9.17902,4.07957,0.03923,9.06134,5.02100
1701539190187555314,0.11768,9.17902,4.04034,0.07845,9.02212,5.06023
1701539190293025033,0.15691,9.13980,4.04034,0.07845,9.10057,5.06023
1701539190398418752,0.11768,9.13980,4.11879,0.07845,9.06134,5.02100
1701539190503849470,0.11768,9.17902,4.04034,0.07845,9.02212,5.02100
1701539190609272189,0.11768,9.13980,4.07957,0.11768,9.02212,5.06023
1701539190714847906,0.11768,9.13980,4.11879,0.03923,9.06134,5.06023
1701539190820310624,0.11768,9.17902,4.04034,0.07845,9.06134,5.06023
1701539190925717343,0.15691,9.17902,4.07957,0.03923,9.10057,5.06023
1701539191031241057,0.07845,9.17902,4.07957,0.07845,9.06134,5.02100
1701539191136633763,0.15691,9.17902,4.04034,0.11768,9.10057,5.02100
1701539191242183466,0.15691,9.13980,4.07957,0.07845,9.06134,5.02100
1701539191347579171,0.15691,9.13980,4.04034,0.07845,9.10057,5.06023
1701539191453050875,0.11768,9.13980,4.07957,0.07845,9.06134,5.02100
1701539191558433580,0.11768,9.13980,4.04034,0.11768,9.02212,5.06023
1701539191664805273,0.11768,9.13980,4.07957,0.11768,9.02212,5.02100
1701539191770205978,0.11768,9.17902,4.04034,0.07845,9.10057,5.02100
1701539191875628683,0.11768,9.13980,4.07957,0.03923,9.06134,5.02100
1701539191981225386,0.15691,9.10057,4.00111,0.03923,9.10057,5.02100
1701539192086624084,0.11768,9.17902,4.07957,0.07845,9.06134,5.02100
1701539192192195773,0.11768,9.13980,4.00111,0.03923,9.06134,5.02100
1701539192297621464,0.11768,9.17902,4.07957,0.07845,9.02212,5.02100
1701539192403131154,0.15691,9.13980,4.04034,0.07845,9.06134,5.02100
1701539192508527845,0.11768,9.13980,4.04034,0.03923,9.10057,5.06023
1701539192614140533,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539192719737222,0.15691,9.13980,4.04034,0.07845,9.02212,5.02100
1701539192825131913,0.11768,9.17902,4.04034,0.11768,9.06134,5.06023
1701539192930535604,0.11768,9.17902,4.04034,0.07845,9.06134,5.09946
1701539193035927294,0.15691,9.13980,4.07957,0.07845,9.10057,5.02100
1701539193141404970,0.15691,9.17902,4.11879,0.07845,9.10057,5.06023
1701539193246775648,0.15691,9.13980,4.04034,0.03923,9.06134,5.06023
1701539193352244324,0.11768,9.17902,4.04034,0.07845,9.02212,5.02100
1701539193457654001,0.11768,9.13980,4.07957,0.07845,9.02212,5.02100
1701539193563087678,0.11768,9.17902,4.00111,0.07845,9.06134,5.02100
1701539193668452356,0.15691,9.10057,4.04034,0.03923,9.10057,5.06023
1701539193774119030,0.11768,9.13980,4.00111,0.07845,9.06134,5.06023
1701539193879697705,0.11768,9.13980,4.07957,0.03923,9.13980,5.02100
1701539193985084382,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539194090475058,0.11768,9.13980,3.96189,0.07845,9.06134,5.06023
1701539194195890721,0.11768,9.13980,4.04034,0.03923,9.06134,5.06023
1701539194308420294,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539194414094954,0.15691,9.17902,4.07957,0.03923,9.06134,5.02100
1701539194519604616,0.11768,9.17902,4.04034,0.03923,9.13980,4.98178
1701539194625002280,0.11768,9.13980,4.04034,0.07845,9.10057,5.06023
1701539194730425943,0.11768,9.17902,4.04034,0.07845,9.06134,5.06023
1701539194835822606,0.11768,9.13980,4.07957,0.03923,9.06134,5.06023
1701539194941280269,0.11768,9.13980,4.00111,0.11768,9.06134,5.02100
1701539195046674932,0.11768,9.17902,4.11879,0.07845,9.06134,5.02100
1701539195152184580,0.15691,9.13980,4.00111,0.07845,9.06134,5.02100
1701539195257547231,0.15691,9.13980,4.07957,0.07845,9.06134,5.06023
1701539195362989880,0.11768,9.17902,4.04034,0.07845,9.06134,5.06023
1701539195468365530,0.07845,9.13980,4.00111,0.07845,9.10057,5.06023
1701539195573851179,0.11768,9.17902,4.04034,0.07845,9.06134,5.02100
1701539195679221829,0.11768,9.13980,4.04034,0.03923,9.06134,5.02100
1701539195784842476,0.15691,9.17902,4.00111,0.07845,9.06134,5.06023
1701539195890247126,0.07845,9.17902,4.04034,0.03923,9.06134,5.06023
1701539195995640776,0.15691,9.13980,4.04034,0.03923,9.06134,5.02100
1701539196101163423,0.15691,9.13980,4.00111,0.07845,9.10057,5.06023
1701539196206606059,0.11768,9.13980,4.07957,0.03923,9.06134,5.02100
1701539196312215693,0.11768,9.17902,4.07957,0.07845,9.10057,5.02100
1701539196417625329,0.15691,9.13980,4.04034,0.03923,9.10057,5.02100
1701539196523097964,0.11768,9.17902,4.04034,0.07845,9.02212,5.06023
1701539196628490601,0.15691,9.13980,4.07957,0.03923,9.06134,5.06023
1701539196734163233,0.11768,9.17902,4.04034,0.07845,9.06134,5.06023
1701539196839698868,0.15691,9.10057,4.07957,0.11768,9.06134,5.02100
1701539196945137504,0.15691,9.13980,4.07957,0.07845,8.98289,5.06023
1701539197050548139,0.15691,9.10057,4.11879,0.07845,9.06134,5.06023
1701539197155928762,0.11768,9.13980,4.07957,0.07845,9.10057,5.02100
1701539197261395384,0.11768,9.17902,4.07957,0.07845,9.06134,4.98178
1701539197366782007,0.11768,9.13980,4.04034,0.07845,9.06134,5.02100
1701539197472182630,0.07845,9.13980,4.07957,0.07845,9.02212,5.02100
1701539197577585253,0.11768,9.17902,4.04034,0.07845,9.02212,5.06023
1701539197683011876,0.11768,9.13980,4.07957,0.07845,9.10057,5.06023
1701539197788350499,0.07845,9.17902,4.04034,0.07845,9.06134,4.98178
1701539197893731123,0.11768,9.17902,4.07957,0.07845,9.10057,5.06023
1701539197999108746,0.11768,9.13980,4.11879,0.03923,9.10057,5.02100
1701539198104631366,0.11768,9.13980,4.00111,0.07845,9.02212,5.02100
1701539198209996976,0.15691,9.17902,4.04034,0.11768,9.06134,5.06023
1701539198315374586,0.11768,9.13980,4.07957,0.07845,9.06134,5.02100
1701539198420892194,0.11768,9.21825,4.04034,0.07845,9.06134,5.06023
1701539198526238804,0.07845,9.13980,4.00111,0.03923,9.10057,5.02100
1701539198631842411,0.11768,9.13980,4.07957,0.03923,9.06134,5.02100
1701539198737174022,0.11768,9.13980,4.04034,0.07845,9.06134,5.06023
1701539198842531632,0.11768,9.17902,4.04034,0.03923,9.06134,5.02100
1701539198947876242,0.11768,9.13980,4.00111,0.07845,9.06134,5.06023
1701539199053470849,0.11768,9.13980,4.07957,0.07845,9.10057,5.02100
1701539199158852445,0.11768,9.17902,4.04034,0.07845,9.06134,5.06023
1701539199265770021,0.11768,9.17902,4.07957,0.07845,9.06134,5.06023
1701539199371197617,0.15691,9.17902,4.04034,0.07845,9.06134,5.02100
1701539199476560214,0.11768,9.17902,4.04034,0.03923,9.06134,5.02100
1701539199582117808,0.11768,9.17902,4.04034,0.07845,9.06134,5.02100
1701539199687467405,0.07845,9.17902,4.04034,0.03923,9.10057,5.06023
1701539199792871002,0.15691,9.10057,4.04034,0.07845,9.02212,5.02100
1701539199898200599,0.11768,9.17902,4.07957,0.03923,9.06134,5.02100
1701539200003630195,0.11768,9.13980,4.07957,0.03923,9.10057,5.02100
1701539200109008791,0.15691,9.13980,4.07957,0.07845,9.02212,5.02100
1701539200214345375,0.11768,9.13980,4.07957,0.07845,9.02212,5.06023
1701539200319735959,0.11768,9.13980,4.11879,0.07845,9.06134,5.02100
1701539200425062543,0.07845,9.13980,4.07957,0.07845,9.02212,5.06023
1701539200530428126,0.11768,9.21825,4.04034,0.07845,9.02212,5.02100
1701539200635797710,0.11768,9.13980,4.07957,0.07845,9.06134,5.02100
1701539200741211293,0.11768,9.13980,4.04034,0.03923,9.02212,5.02100
1701539200846567877,0.11768,9.17902,4.00111,0.07845,9.06134,5.02100
1701539200952150458,0.11768,9.13980,4.07957,0.03923,9.06134,5.06023
1701539201057530037,0.11768,9.13980,4.00111,0.07845,9.06134,5.06023
1701539201162927607,0.15691,9.13980,4.07957,0.07845,8.98289,5.06023
1701539201268260178,0.11768,9.17902,4.07957,0.11768,9.06134,5.02100
1701539201373714747,0.11768,9.13980,4.04034,0.07845,9.06134,5.06023
1701539201479038319,0.11768,9.13980,4.04034,0.03923,9.06134,5.02100
1701539201584363890,0.11768,9.13980,4.04034,0.07845,9.06134,5.06023
1701539201689721461,0.15691,9.13980,4.04034,0.03923,9.06134,5.06023
1701539201795182030,0.15691,9.17902,4.07957,0.07845,9.10057,5.02100
1701539201900601600,0.11768,9.13980,4.00111,0.07845,9.06134,5.06023
1701539202006551163,0.15691,9.17902,4.04034,0.03923,9.06134,5.02100
1701539202112107719,0.11768,9.13980,4.07957,0.07845,9.06134,5.06023
1701539202217444277,0.07845,9.13980,4.11879,0.07845,9.10057,5.02100
1701539202322866834,0.11768,9.17902,4.07957,0.07845,9.06134,5.02100
1701539202428171392,0.07845,9.17902,4.00111,0.03923,9.06134,5.06023
1701539202533628949,0.11768,9.13980,4.04034,0.07845,9.02212,5.02100
1701539202638991507,0.07845,9.17902,4.04034,0.07845,9.06134,5.02100
1701539202744382064,0.11768,9.17902,4.11879,0.07845,9.06134,5.02100
1701539202849754622,0.15691,9.13980,4.04034,0.07845,9.06134,5.06023
1701539202955076180,0.15691,9.10057,4.04034,0.07845,9.02212,5.02100
1701539203060454733,0.11768,9.17902,4.00111,0.07845,9.10057,5.06023
1701539203165841278,0.11768,9.13980,4.04034,0.03923,9.10057,5.06023
1701539203271256822,0.07845,9.13980,4.04034,0.07845,9.10057,4.98178
1701539203376650367,0.11768,9.13980,4.04034,0.07845,9.06134,5.06023
1701539203482175909,0.11768,9.17902,4.04034,0.07845,9.06134,5.02100
